"id","Nome do Veículo","Fonte","Segmento","Município","Cód Mun. (IBGE)","UF","Região","Núm. Funcionários","Periodicidade","Ativo","Data de Atualização","Data de Fechamento"
"8427","RADIO ITAI LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"8457","RADIO ESTREITO DO URUGUAI LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"8485","RADIO ESPERANCA LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"8489","RADIO EDUCADORA DE GUAIBA LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"8741","RADIO ATLANTIDA FM DE PORTO ALEGRE LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"8841","RADIO ALTO TAQUARI LIMITADA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"8993","RADIO ALTO DA SERRA LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9102","PORTAL RADIODIFUSAO LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9103","MASTER RADIODIFUSAO LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9272","H. SUL FM RADIO DIFUSAO LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9319","FUNDACAO PASTORAL INTER MIRIFICA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9567","FUNDACAO CULTURAL MIR","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9576","EXTRA RADIODIFUSAO LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9582","ESTADO DO RIO GRANDE DO SUL","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9615","DIGITAL RADIODIFUSAO LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9625","CENTRAL DE EVENTOS, PROMOCOES E MARKETING LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9688","MORRO ALTO FM LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9691","PRISMA RADIODIFUSAO LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9698","RADIO GUAIBA LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9712","PLUS RADIODIFUSAO LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9717","RADIO GAUCHA SA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9719","SOCIEDADE RADIO SINUELO LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9725","FATOR RADIODIFUSAO LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9726","RADIO PIONEIRA STEREO LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9727","RADIO TRANSCONTINENTAL LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9728","REDE POPULAR DE COMUNICACOES LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9756","EMISSORAS REUNIDAS LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9758","FUNDACAO FRATERNIDADE","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9797","NORTE SUL RADIODIFUSAO LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9815","RADIO CULTURA DE GRAVATAI LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9821","RADIO E TV PORTOVISÃO LTDA","MCTIC","radio","Porto Alegre","4314902","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"12153","ANTENA 1 PORTO ALEGRE","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","","diária","Ativo","2019-10-22T00:33:45Z",""
"12180","FM CULTURA","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","","diária","Ativo","2019-10-22T00:33:45Z",""
"12219","REDE ATLÂNTIDA","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","Mais de 120 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12221","REDE PRAIA FM","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","Um colaborador (operação individual/blog)","diária","Ativo","2019-10-22T00:33:45Z",""
"12225","RÁDIO 102.3","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","Mais de 120 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12226","RÁDIO 104 FM","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12228","RÁDIO 92","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","Mais de 120 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12233","RÁDIO ALIANÇA FM 106.3","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","","diária","Ativo","2019-10-22T00:33:45Z",""
"12248","RÁDIO CAIÇARA","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12262","RÁDIO CONTINENTAL FM","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","","diária","Ativo","2019-10-22T00:33:45Z",""
"12287","RÁDIO ELDORADO","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","","diária","Ativo","2019-10-22T00:33:45Z",""
"12290","RÁDIO ESPERANÇA","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","","diária","Ativo","2019-10-22T00:33:45Z",""
"12301","RÁDIO GAÚCHA","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","Mais de 120 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12304","RÁDIO GRENAL","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","","diária","Ativo","2019-10-22T00:33:45Z",""
"12314","RÁDIO ITAÍ","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","","diária","Ativo","2019-10-22T00:33:45Z",""
"12318","RÁDIO LIBERDADE","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","","diária","Ativo","2019-10-22T00:33:45Z",""
"12363","RÁDIO SARA BRASIL FM","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","","diária","Ativo","2019-10-22T00:33:45Z",""
"12386","RÁDIO UNIVERSIDADE - UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","10 a 29 colaboradores","monsat","Ativo","2019-10-22T00:33:45Z",""
"14706","RÁDIO IMBÉ","Atlas da Notícia","radio","Porto Alegre","4314902","RS","Sul","","diária","Ativo","2020-11-13T15:44:10Z",""
"9919","FUNDACAO NAVEGANTES DE PORTO LUCENA","MCTIC","radio","Porto Lucena","4315008","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"17181","RÁDIO MORIÁ FM","Atlas da Notícia","radio","Porto Lucena","4315008","RS","Sul","10 a 29 colaboradores","diária","Ativo","2023-04-13T22:00:41Z",""
"16712","RÁDIO AMIZADE","Atlas da Notícia","radio","Porto Xavier","4315107","RS","Sul","10 a 29 colaboradores","diária","Ativo","2022-01-06T16:36:37Z",""
"9613","SALAMANCA RADIODIFUSAO FM LTDA","MCTIC","radio","Quaraí","4315305","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9653","RADIO QUARAI LTDA","MCTIC","radio","Quaraí","4315305","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"12356","RÁDIO QUARAÍ AM","Atlas da Notícia","radio","Quaraí","4315305","RS","Sul","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12379","RÁDIO TCHÊ COMUNIDADE","Atlas da Notícia","radio","Quaraí","4315305","RS","Sul","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12393","SALAMANCA RÁDIO DIFUSÃO FM LTDA","Atlas da Notícia","radio","Quaraí","4315305","RS","Sul","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"17913","RÁDIO ONDA NOVA FM","Atlas da Notícia","radio","Relvado","4315453","RS","Sul","1 a 5 colaboradores","diária","Ativo","2023-06-25T23:40:15Z",""
"9586","SOCIEDADE RADIO INTEGRACAO LTDA","MCTIC","radio","Restinga Sêca","4315503","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"18119","97.7 NOSSA FM","Atlas da Notícia","radio","Restinga Sêca","4315503","RS","Sul","","diária","Ativo","2023-06-29T00:01:55Z",""
"18122","RáDIO LíDER FM 104.9","Atlas da Notícia","radio","Restinga Sêca","4315503","RS","Sul","","diária","Ativo","2023-06-29T00:08:46Z",""
"16849","RÁDIO RIO FM 105.9","Atlas da Notícia","radio","Rio dos Índios","4315552","RS","Sul","","diária","Ativo","2022-02-02T21:38:30Z",""
"9571","ULTRA RADIODIFUSAO LTDA","MCTIC","radio","Rio Grande","4315602","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9589","SOCIEDADE RADIO CULTURA RIO GRANDINA LTDA","MCTIC","radio","Rio Grande","4315602","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9595","SOCIEDADE EMISSORAS MINUANO LTDA","MCTIC","radio","Rio Grande","4315602","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9665","RADIO OCEANO DO RIO GRANDE LTDA","MCTIC","radio","Rio Grande","4315602","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9681","RADIO MAR GROSSO DE SAO JOSE DO NORTE LTDA","MCTIC","radio","Rio Grande","4315602","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9745","RADIO CASSINO DE RIO GRANDE LTDA","MCTIC","radio","Rio Grande","4315602","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9844","FUNDACAO DE RADIODIFUSAO EDUCATIVA DO RIO GRANDE","MCTIC","radio","Rio Grande","4315602","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"10061","SOCIEDADE DE RADIODIFUSAO FORTALEZA LTDA","MCTIC","radio","Rio Pardo","4315701","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"16083","RÁDIO RIO PARDO","Atlas da Notícia","radio","Rio Pardo","4315701","RS","Sul","10 a 29 colaboradores","diária","Ativo","2021-01-15T18:03:37Z",""
"17662","RÁDIO MAIS FM 89.9","Atlas da Notícia","radio","Rio Pardo","4315701","RS","Sul","6 a 9 colaboradores","diária","Ativo","2023-06-09T20:45:22Z",""
"9721","RADIO ENERGIA DOS VALES LTDA","MCTIC","radio","Roca Sales","4315800","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"17773","ONDA FM","Atlas da Notícia","radio","Roca Sales","4315800","RS","Sul","","diária","Ativo","2023-06-20T20:57:59Z",""
"9674","RADIO MEDIO URUGUAI LTDA","MCTIC","radio","Rodeio Bonito","4315909","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9829","SOCIEDADE RADIO ROLANTE FM LTDA","MCTIC","radio","Rolante","4316006","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9830","RADIO PARANHANA FM LTDA.","MCTIC","radio","Rolante","4316006","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"12400","SOCIEDADE RÁDIO ROLANTE FM LTDA ME","Atlas da Notícia","radio","Rolante","4316006","RS","Sul","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"18598","KARISMA 98.1 FM","Atlas da Notícia","radio","Rolante","4316006","RS","Sul","1 a 5 colaboradores","não definida","Ativo","2023-11-23T12:31:50Z",""
"9659","RADIO PORTAL DO SUL FM LTDA.","MCTIC","radio","Ronda Alta","4316105","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"17290","RÁDIO COMUNITÁRIA NAVEGANTES","Atlas da Notícia","radio","Ronda Alta","4316105","RS","Sul","10 a 29 colaboradores","diária","Ativo","2023-05-03T22:25:40Z",""
"9679","RADIO MARAJA LTDA","MCTIC","radio","Rosário do Sul","4316402","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"12327","RÁDIO MARAJÁ","Atlas da Notícia","radio","Rosário do Sul","4316402","RS","Sul","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12383","RÁDIO TRANSAMÉRICA HITS","Atlas da Notícia","radio","Rosário do Sul","4316402","RS","Sul","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"17267","SALDANHA FM","Atlas da Notícia","radio","Saldanha Marinho","4316436","RS","Sul","1 a 5 colaboradores","diária","Ativo","2023-05-02T13:20:43Z",""
"9704","RÁDIO GERAÇÃO","Atlas da Notícia","radio","Salto do Jacuí","4316451","RS","Sul","10 a 29 colaboradores","contínua","Ativo","2019-10-22T00:33:45Z",""
"17288","RÁDIO ENERGIA 87.9 FM","Atlas da Notícia","radio","Salto do Jacuí","4316451","RS","Sul","","diária","Ativo","2023-05-03T19:42:40Z",""
"18032","RÁDIO APUAÊ","Atlas da Notícia","radio","Sananduva","4316600","RS","Sul","","","Ativo","2023-06-28T13:10:59Z",""
"8992","RADIO SOBRADO LTDA","MCTIC","radio","Santa Bárbara do Sul","4316709","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9005","RADIO BLAU NUNES LTDA","MCTIC","radio","Santa Bárbara do Sul","4316709","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9751","RADIO ATLANTIDA FM DE SANTA CRUZ LTDA","MCTIC","radio","Santa Cruz do Sul","4316808","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9841","FUNDACAO GAZETA - JORNALISTA FRANCISCO JOSE FRANTZ","MCTIC","radio","Santa Cruz do Sul","4316808","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9929","GAZETA COMUNICACOES LTDA","MCTIC","radio","Santa Cruz do Sul","4316808","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"10004","EZR COMUNICACOES LTDA.","MCTIC","radio","Santa Cruz do Sul","4316808","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"10009","FUNDACAO UNISC DE COMUNICACOES","MCTIC","radio","Santa Cruz do Sul","4316808","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9568","UNIVERSIDADE FEDERAL DE SANTA MARIA","MCTIC","radio","Santa Maria","4316907","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9585","SOCIEDADE RADIO SANTAMARIENSE LTDA","MCTIC","radio","Santa Maria","4316907","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9647","RADIO SANTUARIO FM LTDA","MCTIC","radio","Santa Maria","4316907","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9687","RADIO ITAPEMA FM DE SANTA MARIA LTDA","MCTIC","radio","Santa Maria","4316907","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9695","RADIO IMEMBUI S/A","MCTIC","radio","Santa Maria","4316907","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9700","RADIO GUARATHAN S/A","MCTIC","radio","Santa Maria","4316907","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9734","RADIO CULTURA DE SANTA MARIA LTDA","MCTIC","radio","Santa Maria","4316907","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9750","RADIO ATLANTIDA FM DE SANTA MARIA LTDA","MCTIC","radio","Santa Maria","4316907","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9818","NATIVA RADIODIFUSAO LTDA","MCTIC","radio","Santa Maria","4316907","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"10037","RADIO MEDIANEIRA LTDA","MCTIC","radio","Santa Maria","4316907","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9774","SISTEMA TEIXEIRA CARVALHO OLIVEIRA DE COMUNICACOES LTDA","MCTIC","radio","Santana da Boa Vista","4317004","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"8502","REDE COMUNITARIA DE COMUNICACOES DE SANTANA DO LIVRAMENTO LT","MCTIC","radio","Sant'Ana do Livramento","4317103","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"8505","RADIO INTEGRACAO SUL LTDA","MCTIC","radio","Sant'Ana do Livramento","4317103","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"8543","L.A. PEREIRA E OLIVEIRA LTDA- ME","MCTIC","radio","Sant'Ana do Livramento","4317103","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"8685","RADIO MARATAN LTDA","MCTIC","radio","Sant'Ana do Livramento","4317103","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"8722","RADIO SANTANENSE FM STEREO LTDA","MCTIC","radio","Sant'Ana do Livramento","4317103","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"12215","RADIO MARATAN","Atlas da Notícia","radio","Sant'Ana do Livramento","4317103","RS","Sul","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12218","RCC FM","Atlas da Notícia","radio","Sant'Ana do Livramento","4317103","RS","Sul","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12269","RÁDIO CULTURA FM","Atlas da Notícia","radio","Sant'Ana do Livramento","4317103","RS","Sul","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12305","RÁDIO GRUPO CONE SUL","Atlas da Notícia","radio","Sant'Ana do Livramento","4317103","RS","Sul","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12321","RÁDIO LÍDER","Atlas da Notícia","radio","Sant'Ana do Livramento","4317103","RS","Sul","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"9648","RADIO SANTA ROSA LTDA","MCTIC","radio","Santa Rosa","4317202","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9683","RADIO LIDERSOM LTDA","MCTIC","radio","Santa Rosa","4317202","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9843","FUNDACAO EDUCACIONAL MACHADO DE ASSIS","MCTIC","radio","Santa Rosa","4317202","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9952","EMPRESA JORNALISTICA NOROESTE LTDA","MCTIC","radio","Santa Rosa","4317202","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9770","RADIO ARCO-IRIS FM LTDA","","radio","Santa Vitória do Palmar","4317301","RS","Sul","","outra","Fechado","2019-10-22T00:33:45Z","2022-11"
"17975","RÁDIO AMÉRICA FM","Atlas da Notícia","radio","Santa Vitória do Palmar","4317301","RS","Sul","","diária","Ativo","2023-06-27T20:19:12Z",""
"18028","RáDIO PALMARES","Atlas da Notícia","radio","Santa Vitória do Palmar","4317301","RS","Sul","1 a 5 colaboradores","contínua","Ativo","2023-06-28T12:44:23Z",""
"9697","RADIO IGUACU FM LTDA - EPP","MCTIC","radio","Santiago","4317400","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"10060","SCPB - SISTEMA DE COMUNICACAO LTDA","MCTIC","radio","Santiago","4317400","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"16114","RÁDIO CENTRAL FM","Atlas da Notícia","radio","Santiago","4317400","RS","Sul","","não definida","Ativo","2021-01-15T20:30:04Z",""
"9666","RADIO NOVOS HORIZONTES LTDA","MCTIC","radio","Santo Ângelo","4317509","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9834","FUNDACAO REGIONAL INTEGRADA","MCTIC","radio","Santo Ângelo","4317509","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9839","FUNDACAO MISSIONEIRA DE RADIODIFUSAO EDUCATIVA","MCTIC","radio","Santo Ângelo","4317509","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9860","EMPRESA DE COMUNICACOES JORNAL DAS MISSOES LTDA.","MCTIC","radio","Santo Ângelo","4317509","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"10049","RADIO SANTO ANGELO LTDA","MCTIC","radio","Santo Ângelo","4317509","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"10050","RADIO SEPE TIARAJU LTDA","MCTIC","radio","Santo Ângelo","4317509","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9853","SOCIEDADE DE RADIODIFUSAO ITAPUI LTDA","MCTIC","radio","Santo Antônio da Patrulha","4317608","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9852","RADIODIFUSAO RAMADAM LTDA","MCTIC","radio","Santo Antônio das Missões","4317707","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9963","RADIO QUERENCIA DE SANTO AUGUSTO LTDA","MCTIC","radio","Santo Augusto","4317806","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9649","RADIO REGIONAL LTDA","MCTIC","radio","Santo Cristo","4317905","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"12359","RÁDIO REGIONAL LTDA","Atlas da Notícia","radio","Santo Cristo","4317905","RS","Sul","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"16588","RÁDIO AMIGA FM","Atlas da Notícia","radio","Santo Expedito do Sul","4317954","RS","Sul","1 a 5 colaboradores","contínua","Ativo","2021-12-03T00:51:43Z",""
"9646","RADIO SAO FRANCISCO DE BORJA LTDA.","MCTIC","radio","São Borja","4318002","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"10003","EMPRESA SAO BORJENSE DE COMUNICACOES LTDA","MCTIC","radio","São Borja","4318002","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"12167","CULTURA AM","Atlas da Notícia","radio","São Borja","4318002","RS","Sul","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12182","FRONTEIRA FM","Atlas da Notícia","radio","São Borja","4318002","RS","Sul","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12246","RÁDIO BUTUI","Atlas da Notícia","radio","São Borja","4318002","RS","Sul","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12338","RÁDIO NAVEGANTES","Atlas da Notícia","radio","São Borja","4318002","RS","Sul","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"9991","RADIODIFUSAO ASSISENSE LTDA","MCTIC","radio","São Francisco de Assis","4318101","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9998","RADIO ITAIMBE FM LTDA","MCTIC","radio","São Francisco de Paula","4318200","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9652","RADIO QUERENCIA FM LTDA","MCTIC","radio","São Gabriel","4318309","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"9724","RADIO EMISSORA BATOVI LTDA","MCTIC","radio","São Gabriel","4318309","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"12242","RÁDIO BATOVI","Atlas da Notícia","radio","São Gabriel","4318309","RS","Sul","1 a 5 colaboradores","semanal","Ativo","2019-10-22T00:33:45Z",""
"12326","RÁDIO MANIA FM BAGÉ","Atlas da Notícia","radio","São Gabriel","4318309","RS","Sul","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12342","RÁDIO NOVA FM","Atlas da Notícia","radio","São Gabriel","4318309","RS","Sul","Um colaborador (operação individual/blog)","diária","Ativo","2019-10-22T00:33:45Z",""
"12374","RÁDIO SÃO GABRIEL","Atlas da Notícia","radio","São Gabriel","4318309","RS","Sul","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12380","RÁDIO TCHÊ SÃO GABRIEL","Atlas da Notícia","radio","São Gabriel","4318309","RS","Sul","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"9956","RADIO SAO JERONIMO LTDA","MCTIC","radio","São Jerônimo","4318408","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"18096","GAZETA DO JACUÍ","Atlas da Notícia","radio","São Jerônimo","4318408","RS","Sul","","diária","Ativo","2023-06-28T21:57:16Z",""
"10030","RáDIO EDUCADORA","Atlas da Notícia","radio","São João da Urtiga","4318424","RS","Sul","6 a 9 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"12283","RÁDIO EDUCADORA DE SÃO JOÃO DA URTIGA","Atlas da Notícia","radio","São João da Urtiga","4318424","RS","Sul","10 a 29 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"16386","RÁDIO VANGUARDA FM","Atlas da Notícia","radio","São José das Missões","4318457","RS","Sul","6 a 9 colaboradores","contínua","Ativo","2021-10-19T21:19:10Z",""
"17776","RáDIO HERVAL FM","Atlas da Notícia","radio","São José do Herval","4318465","RS","Sul","1 a 5 colaboradores","diária","Ativo","2023-06-21T00:36:47Z",""
"9827","INHANDAVA PROMOCOES LTDA","","radio","São José do Ouro","4318606","RS","Sul","","outra","Ativo","2019-10-22T00:33:45Z",""
"12346","RÁDIO OURENSE LTDA","Atlas da Notícia","radio","São José do Ouro","4318606","RS","Sul","10 a 29 colaboradores","outra","Ativo","2019-10-22T00:33:45Z",""
"16723","RÁDIO MONTE CARMELO FM","","radio","São José dos Ausentes","4318622","RS","Sul","1 a 5 colaboradores","contínua","Ativo","2022-01-13T15:28:35Z",""
"9960","RáDIO UNISINOS","Atlas da Notícia","radio","São Leopoldo","4318705","RS","Sul","","outra","Fechado","2019-10-22T00:33:45Z","2019-10"
"12216","RADIO NOVA PROGRESSO AM 1530","Atlas da Notícia","radio","São Leopoldo","4318705","RS","Sul","1 a 5 colaboradores","diária","Ativo","2019-10-22T00:33:45Z",""
"9616","REDE LAGOA DE COMUNICACOES LTDA ME","Atlas da Notícia","radio","São Lourenço do Sul","4318804","RS","Sul","","outra","Fechado","2019-10-22T00:33:45Z",""
"10000","EMISSORAS RIOGRANDENSES LTDA","Atlas da Notícia","radio","São Lourenço do Sul","4318804","RS","Sul","","outra","Fechado","2019-10-22T00:33:45Z",""
