MUNICIPIO,CNAE,TOTAL
"ACRELANDIA","9602502","5"
"ACRELANDIA","9602501","25"
"ACRELANDIA","9529104","1"
"ACRELANDIA","9529102","1"
"ACRELANDIA","9521500","1"
"ACRELANDIA","9512600","3"
"ACRELANDIA","9511800","2"
"ACRELANDIA","9001906","1"
"ACRELANDIA","8599699","1"
"ACRELANDIA","8599605","1"
"ACRELANDIA","8599604","4"
"ACRELANDIA","8599603","1"
"ACRELANDIA","8592903","1"
"ACRELANDIA","8299799","2"
"ACRELANDIA","8291100","4"
"ACRELANDIA","8230001","4"
"ACRELANDIA","8219999","3"
"ACRELANDIA","8020002","1"
"ACRELANDIA","7911200","7"
"ACRELANDIA","7732201","1"
"ACRELANDIA","7731400","3"
"ACRELANDIA","7722500","1"
"ACRELANDIA","7420003","1"
"ACRELANDIA","7420002","1"
"ACRELANDIA","7420001","2"
"ACRELANDIA","7319099","1"
"ACRELANDIA","7319002","27"
"ACRELANDIA","6190699","1"
"ACRELANDIA","5912099","1"
"ACRELANDIA","5819100","1"
"ACRELANDIA","5811500","1"
"ACRELANDIA","5620104","3"
"ACRELANDIA","5620102","2"
"ACRELANDIA","5620101","2"
"ACRELANDIA","5612100","3"
"ACRELANDIA","5611205","26"
"ACRELANDIA","5611204","32"
"ACRELANDIA","5611203","23"
"ACRELANDIA","5611201","10"
"ACRELANDIA","5590699","2"
"ACRELANDIA","5590603","1"
"ACRELANDIA","5590602","1"
"ACRELANDIA","5320202","1"
"ACRELANDIA","5212500","2"
"ACRELANDIA","4930204","1"
"ACRELANDIA","4930201","11"
"ACRELANDIA","4929902","1"
"ACRELANDIA","4789099","3"
"ACRELANDIA","4789004","1"
"ACRELANDIA","4789002","1"
"ACRELANDIA","4789001","1"
"ACRELANDIA","4785799","1"
"ACRELANDIA","4783101","1"
"ACRELANDIA","4782201","2"
"ACRELANDIA","4781400","51"
"ACRELANDIA","4772500","3"
"ACRELANDIA","4763603","1"
"ACRELANDIA","4763601","1"
"ACRELANDIA","4761001","1"
"ACRELANDIA","4759899","1"
"ACRELANDIA","4757100","1"
"ACRELANDIA","4755503","4"
"ACRELANDIA","4755502","10"
"ACRELANDIA","4755501","1"
"ACRELANDIA","4754702","1"
"ACRELANDIA","4752100","2"
"ACRELANDIA","4751201","5"
"ACRELANDIA","4744099","1"
"ACRELANDIA","4732600","1"
"ACRELANDIA","4729699","8"
"ACRELANDIA","4724500","3"
"ACRELANDIA","4723700","14"
"ACRELANDIA","4722901","1"
"ACRELANDIA","4721102","3"
"ACRELANDIA","4713002","1"
"ACRELANDIA","4712100","11"
"ACRELANDIA","4543900","3"
"ACRELANDIA","4541206","3"
"ACRELANDIA","4530704","1"
"ACRELANDIA","4530703","2"
"ACRELANDIA","4520006","3"
"ACRELANDIA","4520005","1"
"ACRELANDIA","4520003","1"
"ACRELANDIA","4520002","2"
"ACRELANDIA","4520001","9"
"ACRELANDIA","4399103","12"
"ACRELANDIA","4330499","1"
"ACRELANDIA","4330404","3"
"ACRELANDIA","4330402","1"
"ACRELANDIA","4322302","8"
"ACRELANDIA","4321500","2"
"ACRELANDIA","3321000","1"
"ACRELANDIA","3314707","1"
"ACRELANDIA","3314702","1"
"ACRELANDIA","3299099","1"
"ACRELANDIA","3103900","1"
"ACRELANDIA","3101200","3"
"ACRELANDIA","2599301","1"
"ACRELANDIA","2542000","3"
"ACRELANDIA","2539001","2"
"ACRELANDIA","2512800","1"
"ACRELANDIA","2330399","1"
"ACRELANDIA","1813099","1"
"ACRELANDIA","1623400","1"
"ACRELANDIA","1622699","1"
"ACRELANDIA","1539400","1"
"ACRELANDIA","1529700","3"
"ACRELANDIA","1412603","1"
"ACRELANDIA","1412602","1"
"ACRELANDIA","1412601","1"
"ACRELANDIA","1352900","1"
"ACRELANDIA","1340599","1"
"ACRELANDIA","1099604","1"
"ACRELANDIA","1091102","5"
"ACRELANDIA","1091101","4"
"ACRELANDIA","1063500","1"
"ACRELANDIA","0161003","2"
"ASSIS BRASIL","9700500","2"
"ASSIS BRASIL","9609299","2"
"ASSIS BRASIL","9602502","1"
"ASSIS BRASIL","9602501","9"
"ASSIS BRASIL","9511800","5"
"ASSIS BRASIL","8599605","1"
"ASSIS BRASIL","8599604","1"
"ASSIS BRASIL","8599603","1"
"ASSIS BRASIL","8592999","1"
"ASSIS BRASIL","8291100","1"
"ASSIS BRASIL","8230001","1"
"ASSIS BRASIL","8219999","2"
"ASSIS BRASIL","8130300","2"
"ASSIS BRASIL","8020002","1"
"ASSIS BRASIL","7990200","1"
"ASSIS BRASIL","7732201","1"
"ASSIS BRASIL","7731400","3"
"ASSIS BRASIL","7319099","1"
"ASSIS BRASIL","7319002","5"
"ASSIS BRASIL","5620104","5"
"ASSIS BRASIL","5612100","2"
"ASSIS BRASIL","5611205","7"
"ASSIS BRASIL","5611204","2"
"ASSIS BRASIL","5611203","11"
"ASSIS BRASIL","5611201","9"
"ASSIS BRASIL","5590699","3"
"ASSIS BRASIL","5590603","1"
"ASSIS BRASIL","5320202","1"
"ASSIS BRASIL","5212500","4"
"ASSIS BRASIL","4930204","3"
"ASSIS BRASIL","4930201","3"
"ASSIS BRASIL","4929902","3"
"ASSIS BRASIL","4929901","4"
"ASSIS BRASIL","4924800","5"
"ASSIS BRASIL","4923001","1"
"ASSIS BRASIL","4789099","8"
"ASSIS BRASIL","4789008","1"
"ASSIS BRASIL","4789005","1"
"ASSIS BRASIL","4789001","1"
"ASSIS BRASIL","4783101","1"
"ASSIS BRASIL","4782201","2"
"ASSIS BRASIL","4781400","30"
"ASSIS BRASIL","4772500","3"
"ASSIS BRASIL","4755503","3"
"ASSIS BRASIL","4755502","5"
"ASSIS BRASIL","4753900","1"
"ASSIS BRASIL","4752100","2"
"ASSIS BRASIL","4751201","2"
"ASSIS BRASIL","4744004","1"
"ASSIS BRASIL","4742300","1"
"ASSIS BRASIL","4729699","3"
"ASSIS BRASIL","4729601","1"
"ASSIS BRASIL","4724500","1"
"ASSIS BRASIL","4723700","23"
"ASSIS BRASIL","4722901","4"
"ASSIS BRASIL","4721102","1"
"ASSIS BRASIL","4713002","3"
"ASSIS BRASIL","4712100","15"
"ASSIS BRASIL","4543900","4"
"ASSIS BRASIL","4541206","2"
"ASSIS BRASIL","4520006","2"
"ASSIS BRASIL","4520005","6"
"ASSIS BRASIL","4520002","1"
"ASSIS BRASIL","4520001","5"
"ASSIS BRASIL","4399105","1"
"ASSIS BRASIL","4399103","2"
"ASSIS BRASIL","4330404","2"
"ASSIS BRASIL","4322302","2"
"ASSIS BRASIL","4321500","2"
"ASSIS BRASIL","3314799","1"
"ASSIS BRASIL","3314711","1"
"ASSIS BRASIL","3313999","1"
"ASSIS BRASIL","3212400","1"
"ASSIS BRASIL","3101200","1"
"ASSIS BRASIL","2542000","1"
"ASSIS BRASIL","1412602","1"
"ASSIS BRASIL","1412601","1"
"ASSIS BRASIL","1099604","1"
"ASSIS BRASIL","1096100","1"
"ASSIS BRASIL","1091101","2"
"ASSIS BRASIL","1063500","1"
"ASSIS BRASIL","0322104","1"
"ASSIS BRASIL","0161003","2"
"BRASILEIA","9700500","1"
"BRASILEIA","9609299","3"
"BRASILEIA","9609208","1"
"BRASILEIA","9602502","15"
"BRASILEIA","9602501","50"
"BRASILEIA","9529104","2"
"BRASILEIA","9529102","1"
"BRASILEIA","9529101","1"
"BRASILEIA","9521500","2"
"BRASILEIA","9512600","4"
"BRASILEIA","9511800","6"
"BRASILEIA","8599699","5"
"BRASILEIA","8599605","3"
"BRASILEIA","8599604","9"
"BRASILEIA","8599603","1"
"BRASILEIA","8593700","1"
"BRASILEIA","8299707","2"
"BRASILEIA","8291100","2"
"BRASILEIA","8230002","1"
"BRASILEIA","8230001","2"
"BRASILEIA","8219999","3"
"BRASILEIA","8219901","2"
"BRASILEIA","8130300","2"
"BRASILEIA","8129000","2"
"BRASILEIA","7911200","6"
"BRASILEIA","7739099","3"
"BRASILEIA","7732201","2"
"BRASILEIA","7731400","1"
"BRASILEIA","7420004","2"
"BRASILEIA","7420001","2"
"BRASILEIA","7319099","1"
"BRASILEIA","7319002","46"
"BRASILEIA","6190699","1"
"BRASILEIA","5912099","3"
"BRASILEIA","5812301","5"
"BRASILEIA","5620104","11"
"BRASILEIA","5620102","3"
"BRASILEIA","5620101","4"
"BRASILEIA","5612100","6"
"BRASILEIA","5611205","13"
"BRASILEIA","5611204","15"
"BRASILEIA","5611203","40"
"BRASILEIA","5611201","31"
"BRASILEIA","5590699","3"
"BRASILEIA","5590603","2"
"BRASILEIA","5590602","1"
"BRASILEIA","5590601","1"
"BRASILEIA","5320202","4"
"BRASILEIA","5320201","1"
"BRASILEIA","5229099","7"
"BRASILEIA","5212500","2"
"BRASILEIA","4930202","8"
"BRASILEIA","4930201","3"
"BRASILEIA","4929902","2"
"BRASILEIA","4929901","4"
"BRASILEIA","4924800","28"
"BRASILEIA","4923001","1"
"BRASILEIA","4789099","10"
"BRASILEIA","4789008","1"
"BRASILEIA","4789007","1"
"BRASILEIA","4789004","1"
"BRASILEIA","4789002","1"
"BRASILEIA","4789001","5"
"BRASILEIA","4783102","4"
"BRASILEIA","4783101","2"
"BRASILEIA","4782201","16"
"BRASILEIA","4781400","215"
"BRASILEIA","4774100","3"
"BRASILEIA","4773300","2"
"BRASILEIA","4772500","18"
"BRASILEIA","4763604","4"
"BRASILEIA","4763603","6"
"BRASILEIA","4763602","1"
"BRASILEIA","4763601","1"
"BRASILEIA","4762800","1"
"BRASILEIA","4761002","3"
"BRASILEIA","4761001","1"
"BRASILEIA","4759899","2"
"BRASILEIA","4759801","2"
"BRASILEIA","4755503","8"
"BRASILEIA","4755502","2"
"BRASILEIA","4754702","2"
"BRASILEIA","4753900","4"
"BRASILEIA","4752100","7"
"BRASILEIA","4751201","6"
"BRASILEIA","4744099","5"
"BRASILEIA","4744004","1"
"BRASILEIA","4744001","4"
"BRASILEIA","4743100","1"
"BRASILEIA","4742300","2"
"BRASILEIA","4732600","1"
"BRASILEIA","4729699","10"
"BRASILEIA","4724500","6"
"BRASILEIA","4723700","46"
"BRASILEIA","4722902","5"
"BRASILEIA","4722901","10"
"BRASILEIA","4721102","2"
"BRASILEIA","4713002","7"
"BRASILEIA","4712100","36"
"BRASILEIA","4543900","3"
"BRASILEIA","4541206","8"
"BRASILEIA","4530703","12"
"BRASILEIA","4520007","2"
"BRASILEIA","4520006","4"
"BRASILEIA","4520005","12"
"BRASILEIA","4520002","2"
"BRASILEIA","4520001","8"
"BRASILEIA","4399199","1"
"BRASILEIA","4399103","24"
"BRASILEIA","4330404","8"
"BRASILEIA","4329105","1"
"BRASILEIA","4322302","11"
"BRASILEIA","4321500","18"
"BRASILEIA","3831901","1"
"BRASILEIA","3811400","1"
"BRASILEIA","3600602","1"
"BRASILEIA","3321000","1"
"BRASILEIA","3314707","5"
"BRASILEIA","3299099","1"
"BRASILEIA","3299002","1"
"BRASILEIA","3212400","1"
"BRASILEIA","3211602","1"
"BRASILEIA","3101200","24"
"BRASILEIA","2542000","7"
"BRASILEIA","2539001","1"
"BRASILEIA","2349499","1"
"BRASILEIA","1822901","1"
"BRASILEIA","1813001","2"
"BRASILEIA","1749400","2"
"BRASILEIA","1629301","2"
"BRASILEIA","1622699","1"
"BRASILEIA","1529700","1"
"BRASILEIA","1422300","1"
"BRASILEIA","1412602","4"
"BRASILEIA","1412601","3"
"BRASILEIA","1094500","1"
"BRASILEIA","1092900","2"
"BRASILEIA","1091102","9"
"BRASILEIA","1091101","1"
"BRASILEIA","1065101","1"
"BRASILEIA","1052000","2"
"BRASILEIA","1033301","1"
"BRASILEIA","1031700","2"
"BRASILEIA","0322104","1"
"BRASILEIA","0161003","3"
"BRASILEIA","0159802","1"
"BUJARI","9700500","1"
"BUJARI","9609299","1"
"BUJARI","9609207","1"
"BUJARI","9602502","1"
"BUJARI","9602501","6"
"BUJARI","9529104","1"
"BUJARI","9511800","2"
"BUJARI","9329899","1"
"BUJARI","8599604","1"
"BUJARI","8592903","1"
"BUJARI","8292000","1"
"BUJARI","8230002","1"
"BUJARI","8230001","2"
"BUJARI","8219999","1"
"BUJARI","8130300","1"
"BUJARI","7911200","1"
"BUJARI","7319002","7"
"BUJARI","5912099","1"
"BUJARI","5812301","1"
"BUJARI","5620104","2"
"BUJARI","5612100","2"
"BUJARI","5611205","7"
"BUJARI","5611204","4"
"BUJARI","5611203","3"
"BUJARI","5611201","6"
"BUJARI","5229099","1"
"BUJARI","5099899","1"
"BUJARI","4930202","1"
"BUJARI","4930201","3"
"BUJARI","4929902","1"
"BUJARI","4929901","1"
"BUJARI","4789099","1"
"BUJARI","4789002","1"
"BUJARI","4782201","3"
"BUJARI","4781400","25"
"BUJARI","4774100","2"
"BUJARI","4772500","4"
"BUJARI","4761001","1"
"BUJARI","4755503","1"
"BUJARI","4755502","1"
"BUJARI","4752100","3"
"BUJARI","4751201","1"
"BUJARI","4744099","2"
"BUJARI","4729699","1"
"BUJARI","4724500","9"
"BUJARI","4723700","25"
"BUJARI","4722901","2"
"BUJARI","4721104","1"
"BUJARI","4713002","1"
"BUJARI","4712100","10"
"BUJARI","4543900","4"
"BUJARI","4541206","2"
"BUJARI","4520007","2"
"BUJARI","4520006","1"
"BUJARI","4520005","6"
"BUJARI","4520001","1"
"BUJARI","4399103","6"
"BUJARI","4322302","2"
"BUJARI","4321500","2"
"BUJARI","3299099","2"
"BUJARI","3101200","5"
"BUJARI","2542000","4"
"BUJARI","1813001","1"
"BUJARI","1629302","1"
"BUJARI","1539400","1"
"BUJARI","1412601","1"
"BUJARI","1091102","1"
"BUJARI","1063500","2"
"BUJARI","0161003","2"
"BUJARI","0159802","1"
"BUJARI","0121101","2"
"CAPIXABA","9602502","3"
"CAPIXABA","9602501","3"
"CAPIXABA","9529104","1"
"CAPIXABA","9512600","2"
"CAPIXABA","9511800","3"
"CAPIXABA","9329899","1"
"CAPIXABA","9001906","3"
"CAPIXABA","8599604","2"
"CAPIXABA","8299707","1"
"CAPIXABA","8291100","1"
"CAPIXABA","8230001","1"
"CAPIXABA","8219999","2"
"CAPIXABA","8020002","1"
"CAPIXABA","7731400","1"
"CAPIXABA","7729201","2"
"CAPIXABA","7719599","1"
"CAPIXABA","7319099","1"
"CAPIXABA","7319002","2"
"CAPIXABA","6399200","1"
"CAPIXABA","5819100","2"
"CAPIXABA","5812301","1"
"CAPIXABA","5620104","9"
"CAPIXABA","5620102","1"
"CAPIXABA","5611205","6"
"CAPIXABA","5611204","4"
"CAPIXABA","5611203","6"
"CAPIXABA","5611201","8"
"CAPIXABA","4930202","1"
"CAPIXABA","4929901","1"
"CAPIXABA","4924800","1"
"CAPIXABA","4789004","2"
"CAPIXABA","4789002","1"
"CAPIXABA","4782201","1"
"CAPIXABA","4781400","38"
"CAPIXABA","4773300","1"
"CAPIXABA","4772500","3"
"CAPIXABA","4763603","4"
"CAPIXABA","4761003","3"
"CAPIXABA","4755503","3"
"CAPIXABA","4755502","2"
"CAPIXABA","4753900","2"
"CAPIXABA","4752100","3"
"CAPIXABA","4751202","1"
"CAPIXABA","4751201","2"
"CAPIXABA","4743100","1"
"CAPIXABA","4729699","4"
"CAPIXABA","4729601","1"
"CAPIXABA","4724500","4"
"CAPIXABA","4723700","14"
"CAPIXABA","4722902","1"
"CAPIXABA","4721103","1"
"CAPIXABA","4713002","1"
"CAPIXABA","4712100","14"
"CAPIXABA","4543900","4"
"CAPIXABA","4541206","4"
"CAPIXABA","4530703","2"
"CAPIXABA","4520005","1"
"CAPIXABA","4520003","1"
"CAPIXABA","4399103","7"
"CAPIXABA","4330499","1"
"CAPIXABA","4330404","1"
"CAPIXABA","4322302","3"
"CAPIXABA","4321500","6"
"CAPIXABA","3314707","2"
"CAPIXABA","3299004","1"
"CAPIXABA","3212400","1"
"CAPIXABA","3103900","1"
"CAPIXABA","3101200","2"
"CAPIXABA","2542000","1"
"CAPIXABA","2219600","1"
"CAPIXABA","1622699","1"
"CAPIXABA","1412602","3"
"CAPIXABA","1352900","1"
"CAPIXABA","1091101","3"
"CAPIXABA","1031700","2"
"CAPIXABA","0161003","2"
"CRUZEIRO DO SUL","9700500","12"
"CRUZEIRO DO SUL","9609299","6"
"CRUZEIRO DO SUL","9609208","1"
"CRUZEIRO DO SUL","9609206","2"
"CRUZEIRO DO SUL","9609202","1"
"CRUZEIRO DO SUL","9603304","1"
"CRUZEIRO DO SUL","9602502","26"
"CRUZEIRO DO SUL","9602501","142"
"CRUZEIRO DO SUL","9601701","3"
"CRUZEIRO DO SUL","9529106","1"
"CRUZEIRO DO SUL","9529105","1"
"CRUZEIRO DO SUL","9529104","2"
"CRUZEIRO DO SUL","9529102","2"
"CRUZEIRO DO SUL","9521500","7"
"CRUZEIRO DO SUL","9512600","18"
"CRUZEIRO DO SUL","9511800","20"
"CRUZEIRO DO SUL","9329899","5"
"CRUZEIRO DO SUL","9001902","5"
"CRUZEIRO DO SUL","8712300","1"
"CRUZEIRO DO SUL","8599699","30"
"CRUZEIRO DO SUL","8599605","5"
"CRUZEIRO DO SUL","8599604","23"
"CRUZEIRO DO SUL","8599603","3"
"CRUZEIRO DO SUL","8593700","2"
"CRUZEIRO DO SUL","8592999","16"
"CRUZEIRO DO SUL","8592903","6"
"CRUZEIRO DO SUL","8299799","2"
"CRUZEIRO DO SUL","8299707","5"
"CRUZEIRO DO SUL","8292000","3"
"CRUZEIRO DO SUL","8291100","11"
"CRUZEIRO DO SUL","8230002","5"
"CRUZEIRO DO SUL","8230001","25"
"CRUZEIRO DO SUL","8219999","28"
"CRUZEIRO DO SUL","8219901","2"
"CRUZEIRO DO SUL","8130300","3"
"CRUZEIRO DO SUL","8129000","2"
"CRUZEIRO DO SUL","8020002","6"
"CRUZEIRO DO SUL","7990200","2"
"CRUZEIRO DO SUL","7912100","2"
"CRUZEIRO DO SUL","7911200","7"
"CRUZEIRO DO SUL","7739099","4"
"CRUZEIRO DO SUL","7739003","1"
"CRUZEIRO DO SUL","7733100","1"
"CRUZEIRO DO SUL","7732201","1"
"CRUZEIRO DO SUL","7729202","1"
"CRUZEIRO DO SUL","7721700","1"
"CRUZEIRO DO SUL","7719599","3"
"CRUZEIRO DO SUL","7420004","9"
"CRUZEIRO DO SUL","7420003","2"
"CRUZEIRO DO SUL","7420002","1"
"CRUZEIRO DO SUL","7420001","10"
"CRUZEIRO DO SUL","7319099","6"
"CRUZEIRO DO SUL","7319002","201"
"CRUZEIRO DO SUL","6399200","1"
"CRUZEIRO DO SUL","6190699","3"
"CRUZEIRO DO SUL","5912099","15"
"CRUZEIRO DO SUL","5912001","1"
"CRUZEIRO DO SUL","5819100","8"
"CRUZEIRO DO SUL","5812301","12"
"CRUZEIRO DO SUL","5620104","42"
"CRUZEIRO DO SUL","5620103","3"
"CRUZEIRO DO SUL","5620102","17"
"CRUZEIRO DO SUL","5620101","3"
"CRUZEIRO DO SUL","5612100","28"
"CRUZEIRO DO SUL","5611205","53"
"CRUZEIRO DO SUL","5611204","68"
"CRUZEIRO DO SUL","5611203","118"
"CRUZEIRO DO SUL","5611201","89"
"CRUZEIRO DO SUL","5590699","2"
"CRUZEIRO DO SUL","5590603","5"
"CRUZEIRO DO SUL","5590602","2"
"CRUZEIRO DO SUL","5320202","13"
"CRUZEIRO DO SUL","5320201","2"
"CRUZEIRO DO SUL","5310502","1"
"CRUZEIRO DO SUL","5229099","42"
"CRUZEIRO DO SUL","5229002","2"
"CRUZEIRO DO SUL","5223100","1"
"CRUZEIRO DO SUL","5212500","3"
"CRUZEIRO DO SUL","5099899","10"
"CRUZEIRO DO SUL","5099801","1"
"CRUZEIRO DO SUL","5091202","32"
"CRUZEIRO DO SUL","5021101","2"
"CRUZEIRO DO SUL","5011401","8"
"CRUZEIRO DO SUL","4930204","4"
"CRUZEIRO DO SUL","4930202","24"
"CRUZEIRO DO SUL","4930201","21"
"CRUZEIRO DO SUL","4929902","5"
"CRUZEIRO DO SUL","4929901","12"
"CRUZEIRO DO SUL","4924800","73"
"CRUZEIRO DO SUL","4923001","54"
"CRUZEIRO DO SUL","4789099","22"
"CRUZEIRO DO SUL","4789008","1"
"CRUZEIRO DO SUL","4789005","8"
"CRUZEIRO DO SUL","4789004","10"
"CRUZEIRO DO SUL","4789003","4"
"CRUZEIRO DO SUL","4789002","6"
"CRUZEIRO DO SUL","4789001","2"
"CRUZEIRO DO SUL","4785799","2"
"CRUZEIRO DO SUL","4783102","2"
"CRUZEIRO DO SUL","4783101","7"
"CRUZEIRO DO SUL","4782202","1"
"CRUZEIRO DO SUL","4782201","8"
"CRUZEIRO DO SUL","4781400","430"
"CRUZEIRO DO SUL","4774100","2"
"CRUZEIRO DO SUL","4773300","1"
"CRUZEIRO DO SUL","4772500","63"
"CRUZEIRO DO SUL","4763604","3"
"CRUZEIRO DO SUL","4763603","4"
"CRUZEIRO DO SUL","4763602","7"
"CRUZEIRO DO SUL","4763601","3"
"CRUZEIRO DO SUL","4761003","6"
"CRUZEIRO DO SUL","4761002","1"
"CRUZEIRO DO SUL","4761001","4"
"CRUZEIRO DO SUL","4759899","6"
"CRUZEIRO DO SUL","4759801","1"
"CRUZEIRO DO SUL","4757100","3"
"CRUZEIRO DO SUL","4756300","2"
"CRUZEIRO DO SUL","4755503","22"
"CRUZEIRO DO SUL","4755502","29"
"CRUZEIRO DO SUL","4755501","1"
"CRUZEIRO DO SUL","4754703","1"
"CRUZEIRO DO SUL","4754702","1"
"CRUZEIRO DO SUL","4754701","2"
"CRUZEIRO DO SUL","4753900","7"
"CRUZEIRO DO SUL","4752100","13"
"CRUZEIRO DO SUL","4751201","23"
"CRUZEIRO DO SUL","4744099","11"
"CRUZEIRO DO SUL","4744004","1"
"CRUZEIRO DO SUL","4744002","6"
"CRUZEIRO DO SUL","4744001","6"
"CRUZEIRO DO SUL","4743100","5"
"CRUZEIRO DO SUL","4742300","1"
"CRUZEIRO DO SUL","4741500","1"
"CRUZEIRO DO SUL","4732600","2"
"CRUZEIRO DO SUL","4731800","1"
"CRUZEIRO DO SUL","4729699","46"
"CRUZEIRO DO SUL","4729601","5"
"CRUZEIRO DO SUL","4724500","15"
"CRUZEIRO DO SUL","4723700","127"
"CRUZEIRO DO SUL","4722902","1"
"CRUZEIRO DO SUL","4722901","30"
"CRUZEIRO DO SUL","4721104","4"
"CRUZEIRO DO SUL","4721103","3"
"CRUZEIRO DO SUL","4721102","13"
"CRUZEIRO DO SUL","4713002","20"
"CRUZEIRO DO SUL","4712100","270"
"CRUZEIRO DO SUL","4543900","19"
"CRUZEIRO DO SUL","4541207","1"
"CRUZEIRO DO SUL","4541206","30"
"CRUZEIRO DO SUL","4530705","1"
"CRUZEIRO DO SUL","4530704","1"
"CRUZEIRO DO SUL","4530703","17"
"CRUZEIRO DO SUL","4520007","5"
"CRUZEIRO DO SUL","4520006","9"
"CRUZEIRO DO SUL","4520005","30"
"CRUZEIRO DO SUL","4520003","4"
"CRUZEIRO DO SUL","4520002","7"
"CRUZEIRO DO SUL","4520001","18"
"CRUZEIRO DO SUL","4399199","4"
"CRUZEIRO DO SUL","4399105","1"
"CRUZEIRO DO SUL","4399103","73"
"CRUZEIRO DO SUL","4330499","1"
"CRUZEIRO DO SUL","4330405","2"
"CRUZEIRO DO SUL","4330404","18"
"CRUZEIRO DO SUL","4330403","3"
"CRUZEIRO DO SUL","4329103","1"
"CRUZEIRO DO SUL","4329101","2"
"CRUZEIRO DO SUL","4322302","33"
"CRUZEIRO DO SUL","4321500","38"
"CRUZEIRO DO SUL","3839499","1"
"CRUZEIRO DO SUL","3832700","1"
"CRUZEIRO DO SUL","3329501","3"
"CRUZEIRO DO SUL","3321000","1"
"CRUZEIRO DO SUL","3319800","2"
"CRUZEIRO DO SUL","3317102","3"
"CRUZEIRO DO SUL","3314711","2"
"CRUZEIRO DO SUL","3314710","3"
"CRUZEIRO DO SUL","3314709","1"
"CRUZEIRO DO SUL","3314707","4"
"CRUZEIRO DO SUL","3314701","4"
"CRUZEIRO DO SUL","3313901","2"
"CRUZEIRO DO SUL","3299099","8"
"CRUZEIRO DO SUL","3299004","2"
"CRUZEIRO DO SUL","3299003","1"
"CRUZEIRO DO SUL","3299002","1"
"CRUZEIRO DO SUL","3212400","4"
"CRUZEIRO DO SUL","3103900","2"
"CRUZEIRO DO SUL","3102100","3"
"CRUZEIRO DO SUL","3101200","21"
"CRUZEIRO DO SUL","2599399","3"
"CRUZEIRO DO SUL","2543800","1"
"CRUZEIRO DO SUL","2542000","21"
"CRUZEIRO DO SUL","2539001","9"
"CRUZEIRO DO SUL","2532201","4"
"CRUZEIRO DO SUL","2512800","3"
"CRUZEIRO DO SUL","2391503","4"
"CRUZEIRO DO SUL","2349499","2"
"CRUZEIRO DO SUL","2330399","2"
"CRUZEIRO DO SUL","1822901","1"
"CRUZEIRO DO SUL","1821100","1"
"CRUZEIRO DO SUL","1813099","2"
"CRUZEIRO DO SUL","1813001","8"
"CRUZEIRO DO SUL","1749400","2"
"CRUZEIRO DO SUL","1629301","5"
"CRUZEIRO DO SUL","1622699","7"
"CRUZEIRO DO SUL","1531902","1"
"CRUZEIRO DO SUL","1529700","2"
"CRUZEIRO DO SUL","1422300","8"
"CRUZEIRO DO SUL","1412603","2"
"CRUZEIRO DO SUL","1412602","16"
"CRUZEIRO DO SUL","1412601","4"
"CRUZEIRO DO SUL","1359600","2"
"CRUZEIRO DO SUL","1352900","4"
"CRUZEIRO DO SUL","1340599","1"
"CRUZEIRO DO SUL","1340501","4"
"CRUZEIRO DO SUL","1122403","1"
"CRUZEIRO DO SUL","1099699","2"
"CRUZEIRO DO SUL","1099605","1"
"CRUZEIRO DO SUL","1095300","3"
"CRUZEIRO DO SUL","1093702","1"
"CRUZEIRO DO SUL","1092900","1"
"CRUZEIRO DO SUL","1091102","14"
"CRUZEIRO DO SUL","1091101","13"
"CRUZEIRO DO SUL","1069400","3"
"CRUZEIRO DO SUL","1065101","1"
"CRUZEIRO DO SUL","1063500","4"
"CRUZEIRO DO SUL","1052000","1"
"CRUZEIRO DO SUL","1033302","1"
"CRUZEIRO DO SUL","1033301","1"
"CRUZEIRO DO SUL","1031700","2"
"CRUZEIRO DO SUL","0322104","1"
"CRUZEIRO DO SUL","0161003","9"
"CRUZEIRO DO SUL","0159802","1"
"CRUZEIRO DO SUL","0159801","1"
"CRUZEIRO DO SUL","0121101","3"
"EPITACIOLANDIA","9609299","2"
"EPITACIOLANDIA","9602502","7"
"EPITACIOLANDIA","9602501","28"
"EPITACIOLANDIA","9529104","1"
"EPITACIOLANDIA","9521500","1"
"EPITACIOLANDIA","9512600","2"
"EPITACIOLANDIA","9511800","7"
"EPITACIOLANDIA","8599699","1"
"EPITACIOLANDIA","8599604","4"
"EPITACIOLANDIA","8599603","1"
"EPITACIOLANDIA","8592903","1"
"EPITACIOLANDIA","8299707","1"
"EPITACIOLANDIA","8291100","2"
"EPITACIOLANDIA","8230001","2"
"EPITACIOLANDIA","8219999","3"
"EPITACIOLANDIA","8130300","1"
"EPITACIOLANDIA","7911200","2"
"EPITACIOLANDIA","7732201","4"
"EPITACIOLANDIA","7731400","1"
"EPITACIOLANDIA","7729202","1"
"EPITACIOLANDIA","7721700","2"
"EPITACIOLANDIA","7420001","1"
"EPITACIOLANDIA","7319099","2"
"EPITACIOLANDIA","7319002","26"
"EPITACIOLANDIA","5912099","1"
"EPITACIOLANDIA","5819100","1"
"EPITACIOLANDIA","5812301","1"
"EPITACIOLANDIA","5620104","13"
"EPITACIOLANDIA","5620102","1"
"EPITACIOLANDIA","5612100","4"
"EPITACIOLANDIA","5611205","3"
"EPITACIOLANDIA","5611204","6"
"EPITACIOLANDIA","5611203","26"
"EPITACIOLANDIA","5611201","16"
